,axis_x/Value,axis_y/Value,axis_z/Value,eco_type/Value
0,0.6347750109218,0.6839378238341969,0.526098901098901,1.0
1,0.6347750109218,0.6839378238341969,0.526098901098901,1.0
2,0.6347750109218,0.6839378238341969,0.526098901098901,1.0
3,0.6347750109218,0.6839378238341969,0.526098901098901,1.0
4,0.6347750109218,0.6839378238341969,0.526098901098901,1.0
5,0.6347750109218,0.6839378238341969,0.526098901098901,1.0
6,0.6347750109218,0.6839378238341969,0.526098901098901,1.0
7,0.6347750109218,0.6839378238341969,0.526098901098901,1.0
8,0.6347750109218,0.6839378238341969,0.526098901098901,1.0
9,0.6347750109218,0.6839378238341969,0.526098901098901,1.0
10,0.6347750109218,0.6839378238341969,0.526098901098901,1.0
11,0.6347750109218,0.6839378238341969,0.526098901098901,1.0
12,0.6347750109218,0.6839378238341969,0.526098901098901,1.0
13,0.6347750109218,0.6839378238341969,0.526098901098901,1.0
14,0.6347750109218,0.6839378238341969,0.526098901098901,1.0
15,0.6347750109218,0.6839378238341969,0.526098901098901,1.0
16,0.6347750109218,0.6839378238341969,0.526098901098901,1.0
17,0.6347750109218,0.6839378238341969,0.526098901098901,1.0
18,0.6347750109218,0.6839378238341969,0.526098901098901,1.0
19,0.6347750109218,0.6839378238341969,0.526098901098901,1.0
20,0.6461336828309305,0.6865284974093264,0.5782967032967035,1.0
21,0.6461336828309305,0.6865284974093264,0.5782967032967035,1.0
22,0.6461336828309305,0.6865284974093264,0.5782967032967035,1.0
23,0.6461336828309305,0.6865284974093264,0.5782967032967035,1.0
24,0.6461336828309305,0.6865284974093264,0.5782967032967035,1.0
25,0.6461336828309305,0.6865284974093264,0.5782967032967035,1.0
26,0.6461336828309305,0.6865284974093264,0.5782967032967035,1.0
27,0.6461336828309305,0.6865284974093264,0.5782967032967035,1.0
28,0.6461336828309305,0.6865284974093264,0.5782967032967035,1.0
29,0.6461336828309305,0.6865284974093264,0.5782967032967035,1.0
30,0.6461336828309305,0.6865284974093264,0.5782967032967035,1.0
31,0.6461336828309305,0.6865284974093264,0.5782967032967035,1.0
32,0.6461336828309305,0.6865284974093264,0.5782967032967035,1.0
33,0.6461336828309305,0.6865284974093264,0.5782967032967035,1.0
34,0.6461336828309305,0.6865284974093264,0.5782967032967035,1.0
35,0.6461336828309305,0.6865284974093264,0.5782967032967035,1.0
36,0.6461336828309305,0.6865284974093264,0.5782967032967035,1.0
37,0.6461336828309305,0.6865284974093264,0.5782967032967035,1.0
38,0.6461336828309305,0.6865284974093264,0.5782967032967035,1.0
39,0.6461336828309305,0.6865284974093264,0.5782967032967035,1.0
44,0.6242900830056795,0.6407599309153713,0.5137362637362637,1.0
45,0.6242900830056795,0.6407599309153713,0.5137362637362637,1.0
46,0.6242900830056795,0.6407599309153713,0.5137362637362637,1.0
47,0.6242900830056795,0.6407599309153713,0.5137362637362637,1.0
48,0.6242900830056795,0.6407599309153713,0.5137362637362637,1.0
49,0.6242900830056795,0.6407599309153713,0.5137362637362637,1.0
50,0.6242900830056795,0.6407599309153713,0.5137362637362637,1.0
51,0.6242900830056795,0.6407599309153713,0.5137362637362637,1.0
52,0.6242900830056795,0.6407599309153713,0.5137362637362637,1.0
53,0.6242900830056795,0.6407599309153713,0.5137362637362637,1.0
54,0.6242900830056795,0.6407599309153713,0.5137362637362637,1.0
55,0.6242900830056795,0.6407599309153713,0.5137362637362637,1.0
56,0.6242900830056795,0.6407599309153713,0.5137362637362637,1.0
57,0.6242900830056795,0.6407599309153713,0.5137362637362637,1.0
58,0.6242900830056795,0.6407599309153713,0.5137362637362637,1.0
59,0.6242900830056795,0.6407599309153713,0.5137362637362637,1.0
60,0.6242900830056795,0.6407599309153713,0.5137362637362637,1.0
61,0.6242900830056795,0.6407599309153713,0.5137362637362637,1.0
62,0.6242900830056795,0.6407599309153713,0.5137362637362637,1.0
63,0.6242900830056795,0.6407599309153713,0.5137362637362637,1.0
64,0.7007426823940586,0.620034542314335,0.6071428571428568,1.0
65,0.7007426823940586,0.620034542314335,0.6071428571428568,1.0
66,0.7007426823940586,0.620034542314335,0.6071428571428568,1.0
67,0.7007426823940586,0.620034542314335,0.6071428571428568,1.0
68,0.7007426823940586,0.620034542314335,0.6071428571428568,1.0
69,0.7007426823940586,0.620034542314335,0.6071428571428568,1.0
70,0.7007426823940586,0.620034542314335,0.6071428571428568,1.0
71,0.7007426823940586,0.620034542314335,0.6071428571428568,1.0
72,0.7007426823940586,0.620034542314335,0.6071428571428568,1.0
73,0.7007426823940586,0.620034542314335,0.6071428571428568,1.0
74,0.7007426823940586,0.620034542314335,0.6071428571428568,1.0
75,0.7007426823940586,0.620034542314335,0.6071428571428568,1.0
76,0.7007426823940586,0.620034542314335,0.6071428571428568,1.0
77,0.7007426823940586,0.620034542314335,0.6071428571428568,1.0
78,0.7007426823940586,0.620034542314335,0.6071428571428568,1.0
79,0.7007426823940586,0.620034542314335,0.6071428571428568,1.0
80,0.7007426823940586,0.620034542314335,0.6071428571428568,1.0
81,0.7007426823940586,0.620034542314335,0.6071428571428568,1.0
82,0.7007426823940586,0.620034542314335,0.6071428571428568,1.0
83,0.7007426823940586,0.620034542314335,0.6071428571428568,1.0
84,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
85,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
86,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
87,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
88,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
89,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
90,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
91,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
92,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
93,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
94,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
95,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
96,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
97,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
98,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
99,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
100,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
101,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
102,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
103,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
104,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
105,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
106,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
107,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
108,0.6194844910441242,0.47754749568221067,0.4505494505494507,1.0
109,0.6688510266491918,0.5915371329879102,0.7032967032967035,1.0
110,0.6688510266491918,0.5915371329879102,0.7032967032967035,1.0
111,0.6688510266491918,0.5915371329879102,0.7032967032967035,1.0
112,0.6688510266491918,0.5915371329879102,0.7032967032967035,1.0
113,0.6688510266491918,0.5915371329879102,0.7032967032967035,1.0
114,0.6688510266491918,0.5915371329879102,0.7032967032967035,1.0
115,0.6688510266491918,0.5915371329879102,0.7032967032967035,1.0
116,0.6688510266491918,0.5915371329879102,0.7032967032967035,1.0
117,0.6688510266491918,0.5915371329879102,0.7032967032967035,1.0
118,0.6688510266491918,0.5915371329879102,0.7032967032967035,1.0
119,0.6688510266491918,0.5915371329879102,0.7032967032967035,1.0
120,0.6688510266491918,0.5915371329879102,0.7032967032967035,1.0
